Age,Income,Family,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
29,115,1,1,0,0,0,0,0,0
51,63,2,3,82,0,0,0,1,0
42,85,1,3,0,0,0,0,1,0
64,59,1,3,220,0,0,0,0,0
44,68,1,3,91,0,0,0,0,0
37,84,2,1,0,0,0,0,1,1
44,62,3,3,0,0,0,0,0,1
35,109,3,1,0,1,0,0,0,0
41,141,2,1,92,0,0,0,0,0
56,129,1,1,0,0,0,0,0,0
62,30,3,2,0,0,0,0,1,0
58,148,1,1,0,0,0,0,1,0
47,25,3,2,0,0,0,0,1,1
35,21,3,1,115,0,0,0,0,0
29,72,4,1,0,0,0,0,1,0
43,59,3,3,87,0,0,0,1,1
62,83,3,2,187,0,1,0,0,0
41,10,2,2,0,0,0,0,1,0
34,84,3,2,0,0,0,0,1,0
50,98,3,2,0,0,0,0,0,0
47,32,1,1,0,0,1,1,1,1
29,31,4,2,161,0,0,0,1,1
59,94,3,1,0,0,0,0,0,1
56,21,2,3,137,0,0,1,1,1
61,110,3,1,0,0,1,0,1,0
58,38,1,3,0,0,0,0,0,0
49,39,1,3,0,0,0,0,1,0
45,132,3,2,0,1,0,1,1,1
50,61,4,1,0,0,0,0,1,0
64,92,1,1,0,0,0,0,1,0
39,119,2,1,0,0,0,0,0,0
58,53,4,1,0,0,0,0,1,0
62,18,3,2,0,0,0,0,1,0
45,114,2,2,0,1,0,0,0,0
58,90,1,3,0,0,0,0,0,1
43,140,1,1,205,0,0,0,1,0
28,90,2,1,0,0,0,0,1,1
26,85,1,1,0,0,0,0,1,0
49,80,1,1,0,0,0,0,1,0
66,53,2,1,0,0,0,0,1,1
33,49,4,2,0,0,0,0,1,0
61,152,3,3,0,1,0,0,1,0
64,138,2,2,0,1,0,0,1,0
36,80,4,2,0,0,0,0,1,0
49,82,2,2,0,0,0,0,0,0
52,195,1,1,0,0,0,0,0,0
61,22,1,3,0,0,0,0,1,0
32,81,1,1,0,0,0,0,1,0
61,40,4,1,0,0,1,1,1,1
45,154,2,1,0,0,1,0,1,0
30,49,3,2,0,0,0,0,0,1
62,85,4,2,0,0,0,0,1,0
57,21,3,2,0,0,1,1,1,0
41,14,1,1,0,0,0,0,0,0
58,60,4,2,0,0,0,0,0,1
29,138,2,1,0,0,0,0,1,0
53,98,1,3,355,0,0,0,1,0
64,22,4,2,0,0,0,0,0,0
49,49,1,2,0,0,0,0,1,1
38,102,2,1,0,0,0,1,1,1
56,45,4,2,0,0,0,0,0,1
56,82,4,3,0,0,0,0,1,0
52,81,3,2,0,0,1,0,0,0
64,35,1,2,0,0,1,0,0,0
53,59,2,2,0,0,0,0,1,0
29,52,3,2,0,0,0,0,1,0
48,84,3,1,166,0,0,0,1,0
32,85,1,2,100,0,0,0,1,0
54,65,1,1,0,0,0,0,0,1
37,89,2,2,314,0,0,0,0,1
47,109,4,1,0,1,0,0,0,0
37,81,1,1,0,0,0,0,0,0
64,38,1,3,108,0,0,0,0,0
43,72,2,1,0,0,0,0,1,0
33,78,4,2,119,0,1,0,1,0
26,172,2,2,0,1,0,0,1,0
42,71,3,1,106,0,1,0,1,0
54,165,1,3,0,1,0,1,1,1
41,120,2,1,0,0,0,0,1,1
55,39,1,1,0,0,0,0,0,1
65,23,3,2,0,0,0,0,0,1
50,135,2,3,91,1,0,0,1,0
55,12,2,1,76,0,0,0,1,1
62,92,2,2,0,0,0,0,1,0
53,192,2,3,0,1,0,0,0,0
32,42,4,1,0,0,0,0,1,1
56,158,3,3,0,1,0,0,1,0
54,194,3,3,587,1,1,1,1,1
44,160,2,1,0,0,1,0,0,0
48,98,2,1,0,0,0,0,0,0
46,164,2,1,0,0,0,1,1,1
45,42,2,1,0,0,1,0,1,0
45,202,3,3,0,1,0,0,0,0
58,10,4,1,0,0,0,0,0,0
29,31,4,2,0,0,0,0,1,0
55,58,4,1,0,0,0,0,1,1
55,65,4,2,0,0,0,0,1,0
41,98,1,3,0,0,0,0,0,1
24,150,2,1,0,0,0,0,1,0
54,44,2,3,0,0,0,0,1,0
57,15,2,3,0,0,0,0,0,1
30,82,2,1,0,0,0,0,0,0
42,61,3,3,0,0,0,0,1,0
29,38,1,2,0,0,0,0,0,0
29,39,4,3,0,0,0,0,1,0
31,173,1,1,0,0,0,0,1,0
47,8,4,1,0,0,0,0,1,0
36,51,3,1,214,0,0,0,1,0
52,62,4,3,82,0,0,0,0,0
54,34,4,2,0,0,0,0,1,0
55,132,3,2,307,1,0,0,0,0
53,44,4,3,0,0,0,0,0,0
52,162,1,1,0,0,0,0,1,0
64,64,3,1,0,0,0,0,1,0
54,111,1,3,0,0,0,0,0,1
32,41,2,3,0,0,0,0,0,0
63,52,4,3,0,0,0,0,0,0
36,65,4,2,0,0,0,0,0,0
50,130,1,2,0,1,0,0,1,0
33,45,2,1,0,0,0,0,0,1
62,35,1,2,118,0,0,0,0,0
49,65,3,2,263,0,0,0,1,1
41,38,2,1,91,0,0,0,1,0
51,42,4,2,0,0,0,0,1,1
56,45,4,3,0,0,0,0,0,0
51,145,1,1,0,0,0,0,1,0
39,33,4,3,0,0,0,0,0,0
61,60,3,3,0,0,0,0,0,0
35,45,1,1,0,0,0,0,1,1
39,72,4,1,0,0,1,0,1,0
37,34,3,2,0,0,0,0,0,0
48,23,3,2,0,0,0,0,1,0
63,45,2,3,88,0,0,0,1,1
35,28,4,1,75,0,0,0,1,0
55,81,4,2,0,0,0,0,1,0
29,72,3,2,81,0,0,0,0,0
61,49,4,3,0,0,0,0,1,0
36,31,4,2,0,0,0,0,0,0
61,63,3,3,0,0,0,0,0,0
36,150,4,1,0,1,1,1,1,0
58,142,2,1,193,0,0,0,1,1
42,74,3,1,0,0,0,0,0,1
30,24,1,2,81,0,0,0,1,0
45,29,4,3,0,0,0,0,0,0
39,79,4,1,0,0,0,0,0,0
27,94,2,1,310,0,0,0,0,1
57,121,1,1,0,0,1,0,0,0
34,54,3,1,0,0,0,0,0,0
64,73,3,1,0,0,0,0,1,0
47,71,1,3,127,0,0,0,1,0
44,29,3,2,0,0,0,0,1,1
51,93,1,1,0,0,0,0,1,0
40,73,1,3,252,0,0,0,1,0
57,19,4,2,0,0,0,0,1,0
33,58,2,1,0,0,1,1,1,1
46,39,1,1,0,0,0,0,0,0
41,23,2,2,0,0,1,0,1,0
33,29,1,3,127,0,0,0,0,1
27,155,1,1,0,0,0,0,0,0
52,90,1,2,0,0,1,0,1,0
59,113,2,1,77,0,0,0,1,0
62,42,1,3,0,0,0,0,0,0
49,30,4,1,0,0,0,1,1,1
45,19,3,2,0,0,0,0,1,0
63,124,3,2,170,1,0,0,0,0
57,30,2,2,145,0,0,0,0,0
60,28,1,3,124,0,1,0,1,0
50,15,2,2,101,0,0,0,0,0
54,70,1,3,265,0,0,0,0,0
28,10,1,2,0,0,0,0,1,0
60,22,3,3,139,0,0,0,1,1
44,70,4,1,0,0,0,0,1,0
61,61,1,1,0,0,0,0,0,0
40,161,2,1,0,0,1,0,0,1
54,29,2,1,0,0,0,0,0,1
43,35,3,1,0,0,0,0,1,0
54,48,4,2,0,0,0,0,1,0
32,44,4,1,0,0,0,0,1,0
24,88,3,1,134,0,0,0,0,0
30,40,4,3,0,0,0,0,1,1
61,21,4,2,123,0,0,0,0,0
40,58,2,1,0,0,0,0,1,0
35,59,4,2,0,0,0,0,0,0
33,74,4,3,0,0,0,0,0,0
63,84,4,2,0,0,0,0,1,0
57,58,1,1,177,0,0,0,1,0
44,154,2,1,0,0,0,0,1,0
51,185,1,1,0,0,0,0,0,0
51,78,1,1,305,0,0,0,1,0
38,55,2,2,0,0,0,0,1,0
31,30,4,2,0,0,0,0,1,0
54,74,3,2,0,0,0,0,0,0
41,118,2,1,0,0,0,0,1,0
57,182,2,3,372,1,0,0,0,0
24,82,2,3,0,0,0,0,1,1
55,29,4,3,79,0,0,0,1,0
32,120,4,1,301,1,0,1,1,1
38,53,2,2,0,0,0,0,1,0
58,43,3,1,0,0,0,0,0,1
29,59,4,1,232,0,0,0,1,1
43,84,4,3,289,0,1,1,1,1
50,161,3,1,212,1,0,0,1,0
62,21,4,2,137,0,0,0,1,1
57,63,4,1,0,0,0,0,1,0
30,172,3,2,0,1,0,0,0,1
30,51,4,1,172,0,0,0,0,1
57,24,4,1,0,0,0,0,1,0
57,95,2,1,0,0,0,0,0,0
43,59,1,1,250,0,0,0,1,0
28,51,4,2,0,0,1,0,0,0
46,28,1,1,84,0,0,0,1,1
29,154,2,1,130,0,0,0,0,0
64,15,2,3,115,0,0,0,1,1
66,55,4,3,0,0,0,0,0,1
23,149,1,1,305,0,0,0,0,1
60,79,1,3,0,0,0,0,0,1
47,68,4,3,0,0,0,0,0,0
35,78,1,2,0,0,0,0,1,0
57,34,2,2,0,0,1,0,0,0
65,195,3,1,0,1,1,1,0,1
53,184,1,1,303,0,0,0,1,0
44,85,2,1,0,0,0,0,1,0
45,200,2,1,0,0,0,0,1,1
41,64,3,3,0,0,0,0,0,0
51,88,1,2,0,0,1,0,0,1
27,42,3,2,0,0,0,0,0,0
31,91,3,1,126,0,0,0,1,1
32,38,1,1,0,0,1,1,1,0
55,28,1,2,0,0,0,0,0,0
55,32,4,3,0,0,1,0,0,0
42,31,1,3,0,0,0,0,0,1
33,22,4,2,103,0,0,0,1,0
65,95,3,2,138,1,0,0,0,1
35,74,4,1,0,0,0,0,1,0
55,22,1,2,91,0,0,0,0,1
28,43,3,2,0,0,0,0,1,0
27,43,1,3,0,0,0,0,1,0
51,112,3,2,0,0,1,1,1,1
50,9,2,2,0,0,0,0,1,0
58,81,2,3,0,0,0,0,1,0
46,131,1,1,256,0,0,0,0,1
62,19,1,3,0,0,1,0,0,0
38,62,3,2,0,0,1,0,1,0
62,19,4,2,124,0,1,0,0,0
56,8,2,1,0,0,0,0,1,1
61,193,1,3,203,1,0,0,1,0
38,129,4,1,140,1,0,0,0,0
55,30,4,2,0,0,0,0,0,1
30,80,4,2,0,0,0,0,0,0
41,22,4,3,0,0,0,0,0,1
57,33,1,2,0,0,0,0,1,0
36,64,4,3,0,0,0,0,0,0
55,60,3,3,84,0,0,0,1,0
30,81,1,3,259,0,0,0,1,1
40,45,3,2,204,0,0,0,1,0
32,112,4,2,0,0,0,0,1,0
59,83,2,3,0,1,0,0,1,0
44,180,2,1,524,0,0,0,0,1
51,28,4,2,0,0,1,0,1,0
37,169,2,3,249,1,0,0,1,0
59,14,4,1,0,0,0,0,1,0
37,43,1,1,0,0,0,0,1,0
56,88,2,1,0,0,0,0,1,0
55,78,4,3,0,0,0,0,0,1
49,68,1,2,163,0,0,0,0,0
46,144,2,1,0,0,0,0,1,1
35,30,4,1,163,0,0,0,1,0
47,120,1,1,135,0,0,0,0,0
39,24,2,2,0,0,0,0,0,0
27,78,4,3,157,0,1,0,1,0
62,135,2,2,0,1,0,0,1,0
57,44,2,3,0,0,0,0,0,0
55,73,4,2,0,0,0,0,1,0
55,90,1,2,0,0,0,0,1,1
41,58,3,3,0,0,0,0,1,0
57,75,2,1,236,0,0,0,1,0
43,174,3,3,231,1,0,1,1,1
40,50,2,1,174,0,0,0,0,0
43,85,1,3,287,0,0,0,1,0
63,54,3,1,0,0,0,0,1,0
63,83,2,1,0,1,0,0,0,0
54,24,4,1,0,0,1,0,0,0
54,45,4,2,205,0,0,0,1,0
52,68,1,3,0,0,0,0,1,1
50,48,4,3,0,0,0,0,0,1
38,114,1,3,0,0,0,0,1,1
36,142,3,2,0,1,0,1,1,1
58,52,3,2,0,0,0,0,0,1
46,142,2,1,0,0,0,0,0,0
50,15,1,3,0,0,0,0,0,0
46,118,1,1,159,0,0,0,0,1
53,101,4,1,0,0,0,0,1,0
62,84,2,1,0,0,0,0,1,0
63,32,1,2,100,0,0,0,0,0
42,64,3,3,247,0,0,0,0,0
34,81,4,1,0,0,0,0,1,0
40,28,4,3,0,0,0,0,0,1
34,93,1,1,0,0,0,0,1,0
41,185,1,2,0,1,0,0,0,0
32,42,1,2,0,0,0,0,0,0
28,45,2,3,0,0,0,0,1,1
33,49,2,2,214,0,0,0,0,0
46,69,3,1,0,0,0,0,0,0
52,94,1,2,333,0,0,0,1,0
60,18,1,2,0,0,0,0,1,1
59,8,4,1,91,0,1,0,0,0
57,55,4,1,108,0,0,0,1,0
46,85,2,3,0,0,0,0,0,0
25,62,4,1,229,0,0,0,1,0
53,65,4,3,0,0,0,0,1,0
38,138,2,1,0,0,1,0,1,0
63,103,1,1,0,0,0,0,1,0
44,99,3,3,357,1,0,0,0,0
50,152,1,1,0,0,0,0,1,0
28,25,2,3,140,0,0,0,1,0
27,98,2,1,361,0,1,1,1,1
52,39,2,2,166,0,0,0,1,0
50,40,1,2,0,0,0,0,1,1
39,58,3,1,169,0,0,0,1,0
50,192,2,3,301,1,0,1,1,1
60,62,1,2,0,0,0,0,0,0
30,69,1,2,0,0,1,0,1,0
31,40,4,3,170,0,0,0,0,0
39,61,2,3,127,0,0,0,0,0
29,30,4,2,157,0,0,0,0,0
54,29,1,2,97,0,0,0,1,0
35,41,2,2,0,0,0,0,1,1
27,118,1,2,0,1,0,0,1,0
45,109,1,1,366,0,0,0,1,0
58,122,4,2,0,1,0,1,1,0
62,50,3,1,169,0,0,0,1,0
28,43,3,2,0,0,0,0,1,0
32,108,1,1,0,0,1,0,0,0
29,110,4,3,0,1,0,0,0,0
41,20,1,3,0,0,0,0,1,0
61,112,4,3,0,0,0,0,0,1
56,25,1,2,136,0,0,0,1,0
37,42,3,2,0,0,0,0,1,1
60,29,2,1,0,0,0,0,1,0
49,84,3,1,134,0,1,0,1,0
43,81,4,3,0,0,1,0,1,0
53,55,4,1,119,0,0,0,1,1
35,40,1,2,0,0,1,0,1,0
56,145,4,2,0,1,0,1,1,1
41,175,2,3,0,1,0,0,1,0
36,78,4,3,163,0,0,0,0,0
56,51,4,1,0,0,0,0,0,0
64,50,4,3,0,0,0,0,1,0
51,21,3,1,0,0,0,0,1,0
49,79,1,2,83,0,0,0,1,1
43,84,1,3,0,0,0,0,0,0
51,34,4,2,0,0,0,0,0,0
55,73,4,2,0,0,0,0,0,0
62,90,3,1,0,0,0,0,1,0
35,23,4,3,0,0,0,0,1,0
53,145,2,3,294,1,0,1,1,1
33,54,4,1,141,0,1,0,0,0
43,49,3,2,103,0,0,0,1,1
58,51,1,2,0,0,0,0,1,0
63,8,4,2,0,0,0,0,1,0
31,62,1,1,0,0,1,0,1,0
36,25,1,3,0,0,0,0,1,0
30,63,2,3,0,0,0,0,1,0
59,24,2,3,86,0,0,0,1,0
28,11,1,2,0,0,0,0,1,1
59,23,1,1,0,0,0,0,0,1
47,33,1,3,0,0,0,0,1,0
47,83,1,1,97,1,0,0,0,0
56,39,3,1,131,0,0,0,0,1
41,138,3,2,0,1,0,0,1,0
25,113,3,1,0,0,0,0,0,1
30,125,4,3,0,1,0,1,1,0
50,195,1,1,0,0,0,0,0,0
34,105,3,3,0,0,1,0,0,0
44,75,2,1,0,1,0,0,1,0
36,40,2,2,0,0,0,0,1,0
39,61,3,3,137,0,0,0,1,0
54,75,2,3,0,0,0,0,0,0
33,122,1,1,0,0,0,0,1,1
39,75,3,1,0,0,0,0,0,1
41,59,4,3,0,0,0,0,0,0
40,24,3,2,0,0,0,0,1,0
29,175,3,3,329,1,0,0,1,0
51,39,2,1,182,0,0,0,0,1
54,145,2,1,0,0,1,0,0,0
47,24,4,2,142,0,0,0,1,0
53,20,3,2,0,0,0,0,0,0
30,85,1,2,0,0,0,0,1,0
28,65,3,3,0,0,1,0,0,0
60,191,4,3,0,1,0,0,0,0
51,11,2,1,0,0,1,0,0,0
63,40,2,3,167,0,0,0,0,0
38,54,3,2,196,0,0,0,0,0
59,95,1,1,0,0,0,0,1,1
53,94,4,2,0,0,0,0,1,0
31,79,4,2,0,0,0,0,0,0
41,48,3,3,0,0,0,0,1,1
25,70,4,1,0,0,1,0,1,0
27,40,3,2,111,0,0,0,1,0
50,44,4,1,0,0,0,0,1,1
50,43,1,3,137,0,0,0,1,0
43,29,1,3,0,0,0,0,1,0
50,188,3,1,184,1,0,0,0,1
46,114,1,1,0,0,0,0,1,1
30,52,3,2,0,0,0,0,1,0
42,13,1,1,0,0,0,0,1,0
42,95,3,3,0,0,0,0,0,0
29,84,1,3,0,0,0,0,1,0
38,49,1,1,0,0,0,0,0,0
51,181,1,1,0,0,0,0,1,1
35,182,1,2,229,1,0,1,1,1
37,70,2,1,0,0,0,0,0,0
47,79,3,1,185,0,0,0,1,1
55,61,4,2,0,0,0,0,1,1
65,121,2,1,0,0,0,0,1,0
58,34,3,1,83,0,0,0,1,0
54,183,1,1,442,0,0,0,0,0
52,51,1,3,0,0,1,0,0,1
28,70,3,3,0,0,0,0,0,1
32,39,1,1,0,0,0,0,1,1
51,84,3,2,0,0,0,0,0,0
43,122,1,1,0,0,0,0,1,1
42,145,1,1,132,0,0,0,1,1
42,98,2,1,0,0,0,0,1,1
41,79,1,3,233,0,0,0,1,0
34,38,2,3,0,0,0,0,1,1
30,49,3,2,196,0,0,0,0,1
32,38,1,1,0,0,0,0,1,0
46,91,4,3,0,0,0,0,0,0
38,29,4,1,0,0,0,0,0,1
37,172,2,1,0,0,0,0,0,0
32,104,2,1,0,1,0,0,0,1
35,58,1,1,0,0,0,0,1,1
30,171,2,2,0,1,0,0,0,0
30,73,3,1,0,1,0,1,1,1
58,191,1,1,0,0,0,0,0,0
57,90,2,3,0,0,0,0,1,0
34,55,3,1,0,0,1,1,1,1
31,28,1,2,0,0,0,0,0,0
39,42,1,3,0,0,0,0,1,0
57,9,1,2,91,0,1,0,1,0
47,65,1,2,0,0,1,0,1,0
51,134,4,3,0,1,1,1,1,0
30,83,4,1,0,0,1,0,1,0
55,38,3,2,0,0,0,0,1,0
32,13,4,1,0,0,0,0,1,1
32,143,3,3,0,1,0,0,1,0
44,75,4,1,0,0,0,0,0,0
33,120,1,3,0,1,0,0,1,0
49,91,1,2,0,0,0,0,0,0
32,99,2,3,0,0,0,0,0,1
31,71,1,1,78,0,1,0,0,0
37,111,1,2,0,0,0,0,0,0
41,108,1,1,0,0,0,0,0,0
56,158,1,1,0,0,0,0,0,0
55,81,3,1,0,0,0,0,1,0
49,12,2,3,0,0,1,1,1,0
63,21,2,1,0,0,0,0,1,0
55,55,4,1,215,0,0,0,1,1
59,42,1,3,0,0,0,0,1,0
41,81,2,1,0,0,0,0,0,1
49,13,4,1,87,0,0,0,0,0
48,132,1,1,157,0,0,0,0,0
41,99,1,3,0,0,0,0,1,0
50,23,4,1,0,0,0,0,0,1
28,40,1,2,0,0,1,0,1,0
36,181,3,1,0,1,0,0,0,0
38,112,2,1,394,0,0,0,0,0
34,138,2,1,227,0,0,0,1,0
41,94,3,2,327,1,1,1,1,0
43,113,1,1,0,0,0,0,0,0
30,112,4,2,0,1,0,0,0,1
37,190,2,1,475,0,0,0,1,0
62,38,1,3,0,0,0,0,1,0
40,32,1,3,158,0,0,0,1,0
35,104,3,2,0,0,0,0,0,1
64,43,1,2,0,0,0,0,1,0
49,45,3,2,0,0,1,0,1,0
24,35,2,2,0,0,0,0,0,0
36,42,4,2,0,0,0,0,1,1
29,58,1,2,0,0,0,0,1,1
29,103,4,1,0,1,0,0,1,0
28,71,1,2,149,1,1,1,1,0
33,14,1,2,98,0,0,0,1,0
36,98,3,3,0,0,1,0,0,1
42,90,1,2,0,0,0,0,0,1
25,65,4,1,0,0,1,0,0,0
28,19,4,1,0,0,0,0,1,1
50,35,3,2,0,0,0,0,1,1
34,71,4,1,0,0,0,0,1,0
43,31,3,1,0,0,0,0,0,0
62,43,4,2,0,0,0,0,1,0
61,24,1,2,87,0,1,0,0,0
45,58,2,3,0,0,1,0,0,1
42,115,2,1,0,0,0,0,1,0
39,168,2,1,152,0,1,0,0,0
29,128,1,1,0,0,0,0,1,1
45,138,1,1,0,0,0,0,0,1
58,81,3,2,0,0,0,0,1,1
29,41,4,3,0,0,0,0,1,0
32,123,2,2,0,1,0,0,1,0
37,71,2,1,94,0,0,0,1,0
48,8,1,3,0,0,0,0,0,1
40,42,2,1,101,0,0,0,1,0
29,62,2,1,184,0,0,0,1,0
36,22,4,1,91,0,1,0,1,0
35,38,4,2,0,0,0,0,1,0
35,24,4,2,0,0,0,0,0,0
62,50,3,1,0,0,0,0,1,0
26,190,4,2,197,1,0,0,1,0
32,94,2,1,0,0,0,0,1,0
63,165,4,3,0,1,0,0,0,0
38,43,4,2,0,0,0,0,0,1
50,48,1,2,0,0,0,0,0,1
46,52,3,2,228,0,0,0,0,1
50,84,4,1,0,0,0,0,1,0
61,131,1,1,0,0,0,0,1,0
34,44,4,1,0,0,0,0,0,0
27,78,4,1,87,0,0,0,0,0
61,15,4,2,0,0,0,0,0,0
45,38,4,3,144,0,0,0,1,1
50,84,1,3,0,0,1,0,1,0
44,122,1,1,0,0,0,0,1,0
62,98,2,1,0,0,0,0,0,0
45,80,3,2,0,0,0,0,0,0
41,165,2,1,0,0,0,0,1,0
30,121,2,1,0,0,0,0,0,1
61,20,3,2,94,0,0,0,0,0
45,11,1,1,91,0,0,0,0,0
59,45,1,3,0,0,0,0,1,0
30,118,2,2,0,1,0,0,0,0
60,14,2,1,109,0,0,0,1,1
39,30,3,2,0,0,0,0,0,0
56,45,1,1,98,0,0,0,0,0
56,80,3,1,0,0,0,0,1,0
27,25,4,2,0,0,0,0,1,1
66,144,1,1,0,0,1,1,1,1
43,84,4,3,297,0,0,0,1,0
53,22,2,1,0,0,0,0,1,0
44,33,3,1,0,0,0,0,1,1
54,60,4,3,0,0,0,0,0,0
31,81,4,2,116,0,0,0,1,0
38,169,1,3,0,1,0,1,1,1
28,63,2,3,0,0,0,0,1,0
51,12,2,3,109,0,0,0,1,1
52,15,4,1,101,0,0,0,0,0
64,39,1,3,0,0,1,1,1,1
29,44,4,2,0,0,0,0,1,0
34,110,1,1,0,0,0,0,1,0
33,130,3,2,99,1,0,0,0,1
46,41,1,3,128,0,0,0,1,0
48,59,1,3,241,0,0,0,1,0
52,39,2,1,0,0,0,0,1,0
44,35,4,2,0,0,0,0,1,0
51,80,1,2,0,0,0,0,1,1
47,81,1,2,0,0,0,0,1,0
39,31,2,3,0,0,0,0,0,0
42,93,4,3,0,0,0,0,0,0
57,45,4,1,204,0,0,0,1,0
36,40,2,3,0,0,0,0,1,1
27,80,2,3,185,0,0,0,1,1
31,20,1,3,0,0,0,0,1,0
63,41,1,3,0,0,0,0,0,1
34,31,1,1,104,0,0,0,1,1
52,35,4,2,0,0,0,0,1,0
57,40,3,3,137,0,0,0,1,1
63,84,1,3,0,0,0,0,0,0
26,53,2,3,0,0,0,0,1,0
35,85,4,3,0,0,0,0,1,0
58,138,2,1,0,0,0,0,1,0
32,71,2,3,108,0,0,0,0,0
64,113,1,3,0,0,0,0,0,1
50,23,2,2,0,0,1,0,0,0
34,62,3,1,0,0,0,0,0,0
36,14,4,3,100,0,0,0,1,1
43,60,2,3,0,0,0,0,0,1
28,94,3,1,236,0,0,0,1,0
64,83,3,2,0,0,0,0,1,0
60,130,3,3,437,1,0,1,1,1
62,61,4,1,0,0,0,0,0,0
27,92,2,1,178,0,0,0,1,0
42,20,2,3,117,0,0,0,1,1
45,194,2,1,428,0,0,0,0,0
36,74,1,1,0,0,0,0,0,1
48,84,2,3,145,0,0,0,0,0
65,98,3,2,333,0,0,0,0,0
39,52,3,1,0,0,0,0,1,0
51,55,1,2,236,0,0,0,0,1
30,64,4,1,117,0,0,0,0,0
65,128,1,1,162,0,0,0,1,0
38,113,4,2,0,1,0,0,0,1
29,50,3,2,0,0,0,0,0,1
42,54,4,2,0,0,0,0,0,0
63,129,1,1,366,0,0,0,1,0
46,82,4,1,0,0,0,0,0,0
62,100,4,2,0,0,0,0,1,0
58,44,4,1,0,0,1,0,0,0
56,164,4,2,234,1,0,1,1,1
56,81,2,1,121,0,0,0,1,1
34,71,1,1,257,0,0,0,1,1
42,28,1,3,90,0,0,0,0,0
30,80,3,1,219,0,0,0,1,0
61,90,4,2,0,0,0,0,1,0
38,74,1,2,0,0,0,0,1,1
50,14,2,3,0,0,1,0,1,0
61,23,2,2,103,0,0,0,1,0
41,153,1,1,337,0,0,0,0,1
42,38,3,3,0,0,0,0,0,0
29,112,2,2,382,0,1,0,0,0
51,145,1,1,397,0,0,0,0,1
32,28,2,2,88,0,0,0,1,0
34,31,4,3,0,0,0,0,1,1
26,195,1,1,0,0,0,0,1,1
54,50,3,3,0,0,0,0,1,1
38,71,4,3,0,0,0,0,0,0
62,21,3,3,0,0,0,0,0,0
37,35,2,3,125,0,0,0,0,0
46,42,1,1,0,0,0,0,1,1
52,78,4,3,141,0,0,0,1,0
32,73,4,2,0,0,0,0,0,0
49,53,2,3,181,0,0,0,0,0
28,51,2,3,123,0,0,0,0,0
55,40,2,3,0,0,0,0,1,0
52,178,1,1,0,0,0,0,0,0
32,35,2,1,0,0,0,0,0,1
31,192,1,2,0,1,0,0,1,0
27,123,1,1,0,0,0,0,0,0
32,48,2,2,0,0,1,1,1,1
52,45,3,2,0,0,0,0,0,0
52,15,1,1,0,0,0,0,1,0
50,79,1,1,120,0,0,0,1,0
32,63,4,2,0,0,1,0,1,0
61,30,2,3,0,0,0,0,1,0
60,145,4,1,380,1,0,0,0,1
28,32,3,2,0,0,0,0,0,0
34,64,2,1,224,0,0,0,1,1
31,84,1,1,0,0,0,0,1,0
31,21,1,2,0,0,0,0,1,0
62,99,4,2,0,0,0,0,1,0
47,35,2,1,0,0,0,0,1,0
50,180,1,1,0,0,0,0,1,1
36,42,1,1,0,0,0,0,1,0
26,179,4,2,0,1,0,0,0,0
51,42,4,3,0,0,0,0,0,0
52,180,2,2,297,1,0,0,1,0
35,82,4,1,0,0,0,0,0,0
42,55,2,1,149,0,0,0,0,0
36,79,2,1,0,0,0,0,1,0
41,48,2,3,215,0,0,0,0,1
49,93,1,1,0,0,1,0,1,0
57,23,2,3,0,0,0,0,0,0
44,50,3,1,200,0,0,0,0,0
60,85,2,1,0,0,0,0,1,0
38,35,1,2,97,0,0,0,1,0
26,171,3,2,0,1,0,0,1,0
29,29,4,2,0,0,0,0,0,1
59,84,1,3,0,0,0,0,1,1
51,20,4,2,0,0,0,0,1,0
50,14,1,3,0,0,0,0,1,1
35,179,1,1,357,0,0,0,0,0
61,48,1,1,158,0,0,0,1,0
42,74,1,1,0,0,0,0,1,0
55,53,1,1,0,0,0,0,0,0
50,83,1,2,0,0,0,0,1,1
64,171,2,1,433,0,0,0,0,0
54,85,4,1,0,0,0,0,1,0
50,38,4,2,0,0,0,0,1,0
31,85,3,1,157,0,0,0,1,1
32,79,1,1,0,0,0,0,0,0
44,69,4,1,0,0,0,0,0,0
60,43,3,3,0,0,0,0,1,1
60,33,2,1,101,0,0,0,1,0
62,42,3,3,149,0,0,0,0,1
46,40,4,3,122,0,0,0,1,0
57,43,1,3,0,0,0,0,0,0
30,20,4,3,117,0,0,0,0,0
58,65,3,1,222,0,0,0,1,0
39,139,3,1,483,1,0,0,1,0
60,135,3,3,0,1,0,0,1,0
59,84,3,3,0,0,0,0,1,0
50,179,1,3,0,1,0,0,0,1
63,45,4,2,86,0,0,0,0,0
27,109,2,1,0,0,0,0,1,0
54,34,4,3,0,0,0,0,1,0
62,162,1,1,0,0,0,0,1,0
60,105,2,1,0,0,0,0,1,0
38,22,3,2,0,0,0,0,1,0
34,82,2,1,178,0,0,0,1,1
65,105,4,2,230,0,1,0,1,0
55,62,1,3,0,0,0,0,1,0
57,82,2,1,83,0,0,0,0,1
27,72,4,1,0,0,0,0,1,0
35,38,4,1,0,0,0,0,1,1
52,25,4,1,0,0,0,0,0,0
45,20,1,3,0,0,0,0,1,0
29,80,4,2,0,0,0,0,1,1
44,84,3,1,0,0,0,0,0,0
